Filename,Class,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
Image_11,Corroded,17.790962009803923,45.71307958477509,32.721675857843145,40.83175701653211,0.5589888600410718,0.43980044869538903,0.5057600469485558,0.44820444699428663,1.9059742647058826,3.147943098808151,2.5344515931372555,2.9819146482122263,7.188323023203156,7.631241434810419,7.413645843384327,7.574222009881269,0.0023888987680894982,0.0015939225456863733,0.002018698722020978,0.0016980837080819919,0.04887636205866286,0.03992395954419317,0.0449299312487898,0.04120781125080525,0.9980451829926004,0.9949417823929578,0.9963732797212322,0.9954819236719087
Image_12,Corroded,55.36216299019608,133.76330642060748,95.31256127450982,131.95858515955405,0.3755002844979023,0.28467689985092537,0.3447254244209502,0.2927971562846251,4.11219362745098,6.601906958861976,5.21703431372549,6.323829296424453,8.281407270358013,8.70808942227657,8.457575506422442,8.666036054620644,0.0005575237692158665,0.0003621654995912169,0.00048193474358570017,0.00037140158880719136,0.023611941242004362,0.019030646326155528,0.021953012175683323,0.019271782190736574,0.9939255040145191,0.9852651378207867,0.9894945870014212,0.9854640398279512
Image_13,Corroded,54.86014093137254,111.19071126489814,85.26850490196078,124.76198385236451,0.5544418601364813,0.45734519411939234,0.49483927556965823,0.42846174583120644,2.845557598039215,4.198631295655518,3.553247549019608,4.515586312956556,7.164222179657708,7.511017937985386,7.3523942863725,7.5899310738650465,0.002645023497009864,0.001911507906416971,0.0021668792220089633,0.0017045866338635028,0.051429791920732715,0.04372079489690199,0.04654974996720136,0.041286639895534036,0.9886960704620283,0.9771174607676547,0.9824430608242786,0.9743245643450196
Image_14,Corroded,54.610477941176484,116.0891810841984,91.4133731617647,129.62728181468665,0.47987515801746383,0.3943426870195055,0.46049581317066896,0.3824220884006682,3.3560049019607856,4.983575547866206,3.985738357843137,5.057931564782775,7.471266044498248,7.794263425556489,7.55410759448052,7.820886589672701,0.0026327474756178528,0.002082021923664944,0.0025408455666465425,0.0019423350762231596,0.051310305744731756,0.045629178424172225,0.05040680079757634,0.04407193070677934,0.9917547328909757,0.982423848365904,0.986154096313965,0.9803739453656443
Image_15,Corroded,66.19502144607844,180.78841983852365,106.68799019607843,117.84476739715495,0.4225298784608067,0.3403444911320685,0.40575581623041534,0.3339819918002878,4.1911611519607845,7.152495194156094,5.292647058823529,5.979638600538255,7.878869901348557,8.305712844144974,8.01929059642082,8.227259238692143,0.0016010033043931428,0.0011998859457390846,0.0015195367410521196,0.0011692907867778058,0.040012539339476356,0.03463936988080304,0.038981235755836674,0.034194894162401,0.9907591783550042,0.9746536201796064,0.9850124652042077,0.9834782721290284
Image_16,Corroded,79.3723192401961,147.52915032679738,113.65523897058826,178.51534025374858,0.40149537371188226,0.28715070833258105,0.3621276306761469,0.2872342114986588,4.2458792892156865,6.389311803152634,5.2106617647058835,6.631449442522108,8.013915234498603,8.443313861018325,8.189845787789173,8.436320464561238,0.0007283100390700094,0.0004212052827403059,0.0005907108434481331,0.00039978661387887813,0.02698721992110357,0.020523286353318414,0.02430454367907641,0.019994664635319046,0.9872554004585861,0.9763174229627489,0.9817343053172914,0.9713443632992417
Image_17,Corroded,55.56953125,136.94020761245676,109.86187193627453,141.04524413687045,0.4463480650456564,0.326103537622627,0.39983985443644865,0.31695816976249225,3.5602787990196076,5.868681276432142,4.926026348039217,6.024867358708189,8.116406295666046,8.582205762602584,8.370919097555642,8.638337764260292,0.0006617940384257258,0.0004328399998758352,0.000566238937172602,0.00039415804497161284,0.025725357887223372,0.020804807133829317,0.023795775616117287,0.01985341393744695,0.994404994125999,0.9861449914463859,0.9888785280116259,0.9857293896544849
Image_18,Corroded,53.81109068627451,170.66059207996926,119.28363970588236,130.74320645905422,0.5471075511451094,0.40909601773313276,0.48416951031583155,0.42431886047058875,2.776439950980392,5.107927720107652,4.1009191176470585,4.680953479430989,7.371174140543781,7.867032749164841,7.6195683532867164,7.82333511176482,0.0017554405532127066,0.0011625939273644643,0.001574342838391484,0.0012427658542591713,0.04189797791317269,0.03409683163234473,0.039677989344112236,0.035252884339571015,0.991835437404618,0.9740486423134948,0.9818448376970624,0.9801187994943806
Image_19,Corroded,68.52179840686274,140.5312725874664,91.42640931372551,128.70832756632066,0.4339074019796029,0.32393306312332176,0.3974501328220015,0.3247420781818394,3.879580269607843,5.9363936947327955,4.6890625,5.88083044982699,8.132181804398233,8.556583955426976,8.301736186901717,8.552290606866105,0.0005851164234459102,0.0003579027437617892,0.0005089954228091362,0.0003641120492946182,0.02418917988369821,0.018918317677895917,0.022560926904919846,0.01908172029180331,0.9913289893761073,0.9821526951571635,0.9883648928748566,0.9836542738815817
Image_20,Corroded,11.645343137254901,28.33862360630527,19.11937806372549,22.84326028450596,0.5901056547505257,0.4825464029924906,0.5429554897868267,0.4720014659764553,1.655514705882353,2.645551710880431,2.067876838235294,2.4283429450211456,6.514358214595402,6.907617056338729,6.672615964270563,6.872998219904435,0.0036094772884452497,0.0026565868479000105,0.0033208390778186278,0.002543651607690592,0.060078925493431135,0.05154208812126271,0.05762672190762396,0.0504346270700061,0.9924678855786568,0.9816121677445004,0.9875902552917857,0.9851777770527318
Image_21,Corroded,15.25217524509804,38.23786236063053,27.609466911764706,33.55600153787005,0.5469780329816983,0.4447281853100133,0.5140802913545129,0.4537897650807501,1.864736519607843,2.9353171856978086,2.3348651960784315,2.7594156093810076,6.746367976455444,7.123528383426251,6.87345132612154,7.069776894385087,0.0032601112092930005,0.0022099431487697116,0.0029099327360194997,0.0023186563119115015,0.057097383559082636,0.04701003242680983,0.053943792377061324,0.04815242789217904,0.9944088316390551,0.9858362396855372,0.9897517542626734,0.9875705309032923
Image_22,Corroded,43.530346200980404,114.19509419454057,77.19249387254902,98.96549019607843,0.43965147191834913,0.28512986875501395,0.35794727740731863,0.2978272236591521,3.1648743872549026,6.123613994617455,4.987162990196079,5.66955786236063,7.799413000670395,8.471656779084515,8.235760651146013,8.4025208934669,0.0007826354346885815,0.00039202560278696824,0.0005566266627093546,0.0004163516205948648,0.02797562215016105,0.019799636430676403,0.023592936712273752,0.02040469604269725,0.9899192904414391,0.9734123131345366,0.9819841234694883,0.9769581454702129
Image_23,Corroded,52.67725183823529,74.81307189542484,73.19460784313725,131.21247212610535,0.5624721493684043,0.4596733623330716,0.5257989759502989,0.4626807595148907,2.6634037990196076,3.7045136485966936,3.178829656862745,4.305344098423683,7.134361378246767,7.479245462903798,7.276801795512563,7.512270866621235,0.003153338052822232,0.0023060150319258806,0.002667026424444625,0.0021495317581842724,0.05615459066561016,0.048020985328561104,0.05164326117166329,0.04636304302118523,0.9941747664032704,0.9916846902944244,0.9918462249821948,0.9854159665346034
Image_24,Corroded,121.19865196078433,206.92965782391389,181.90787377450985,289.02222222222224,0.39076805066085235,0.26046952466031487,0.33808660498885906,0.2494173512336689,5.381341911764707,7.830880430603614,6.798008578431373,9.055901576316803,8.259259519997396,8.721956775294334,8.493470934260445,8.819949660881319,0.000622744210084463,0.0003090703735188356,0.0004681734395274656,0.0002836614019302605,0.024954843419353747,0.017580397422095884,0.021637315903953187,0.016842250500757328,0.9782544361475971,0.9626772688578378,0.9671570299958757,0.9478723634781839
Image_25,Corroded,46.86141237745099,96.25073433294888,61.89776348039217,86.801783929258,0.454298072224741,0.3772546792351768,0.4476265476945441,0.35816835838929695,3.270634191176471,4.898885044213764,3.749080882352942,4.723383314109959,7.834738908604457,8.191616188332915,7.93049489135933,8.204833731959035,0.0009602590030727365,0.0007198674510927318,0.0009133386666936998,0.0006416397088571352,0.03098804613189958,0.026830345713254083,0.030221493455712935,0.025330608142268025,0.9928870917937161,0.985342933063606,0.9905723665931659,0.9867816867139106
Image_26,Corroded,65.87591911764707,138.35297193387157,87.59057904411767,118.54901960784315,0.44453623621184174,0.36224302142744697,0.45278311920687797,0.35398611639337896,3.6741727941176476,5.364275278738947,3.9524050245098046,5.072449058054595,7.954314780028581,8.280562081602277,7.9664252678413545,8.279662178499091,0.0008938886091737555,0.0006315550417496834,0.0009018372591070745,0.000604276502649367,0.02989796998416039,0.02513075887731374,0.030030605373636318,0.024582036177854896,0.9914774194536792,0.9820202709496634,0.9886716422863452,0.984593805748195
Image_27,Corroded,58.81694240196078,115.70969627066512,72.2497549019608,97.50983467896964,0.4586182495576916,0.3772764475501169,0.46587495629700915,0.3521801804946557,3.429748774509804,5.018823529411765,3.783333333333334,4.83049596309112,7.671762925310197,8.020695629299283,7.7083072160139245,8.035974317362626,0.001054422920458778,0.0007428781495183957,0.0011438442349021413,0.0006854374910664146,0.0324718789179003,0.02725579111892362,0.03382076632635844,0.026180861159755892,0.9806179179039978,0.9616211082228756,0.9759948587851048,0.9676578778015662
Image_28,Corroded,56.177726715686276,138.02854286812766,108.34348958333334,150.41694732795082,0.4491607651878536,0.32692798242901344,0.4059031390268376,0.33520730482872363,3.664276960784314,6.025497885428681,4.885585171568627,6.095778546712803,7.974845218504432,8.456902633454444,8.181512515877946,8.442948747014292,0.0007739998165894727,0.0004852129596740733,0.0007120427971663544,0.0005129601323005776,0.027820852190209286,0.022027550015243938,0.02668413006201166,0.022648623187747585,0.99243048745328,0.9813222522369687,0.9853451506743035,0.9796453689459524
Image_29,Corroded,58.25110294117647,130.94948096885815,107.52447916666667,152.72529027297196,0.42839346829092073,0.30857988069960995,0.37368615674859146,0.2909976361648392,3.7582414215686275,6.017008842752788,5.22000612745098,6.5870049980776635,8.073346751892839,8.562795878978855,8.370632307586344,8.64413185593509,0.0007218763563368055,0.0003894494782934018,0.0005200737377901528,0.00034780116658765937,0.02686775681624362,0.019734474360706994,0.022805125252674075,0.018649428049880228,0.9929459851165399,0.9841405676755539,0.9869765484121586,0.9815038720951355
Image_30,Corroded,239.7728400735294,349.9755324875048,165.60375306372555,352.6038754325259,0.47198310947397715,0.3632242962316824,0.44560449626019005,0.3544099091259326,5.851302083333334,8.113633217993078,5.393612132352942,8.21427143406382,7.902212655444253,8.30452946217458,7.971287683600833,8.335827350879324,0.001227811808221297,0.0008348025727543052,0.0011719613550076897,0.0007974704668789587,0.03504014566495546,0.028892950225864876,0.03423392111645538,0.028239519593629043,0.9704509538528183,0.9566142430779205,0.979467177078564,0.9562887391025254
Image_31,Corroded,72.07354473039217,154.89211841599385,113.12538296568627,149.99984621299498,0.39319974093404064,0.31148980941325444,0.41458187668032254,0.30984158957241287,4.354273897058825,6.373087274125336,4.87905943627451,6.297946943483275,8.19579931392228,8.523218979000937,8.160511740085274,8.519898604919979,0.0005846993146791501,0.0004288105556656777,0.0007201304833552599,0.00042688127078559804,0.024180556541964663,0.020707741442892263,0.026835247033617185,0.020661105265343333,0.9893406427088967,0.9770205292349269,0.9831889012504841,0.9777463640657148
Image_32,Corroded,65.74621629901962,117.16512110726644,72.25430453431372,109.46931180315264,0.4850272518464968,0.3964604808308749,0.4927819269562934,0.3899186571938358,3.5033547794117657,4.885382545174933,3.54266237745098,4.753925413302577,7.783190986252208,8.11054352211379,7.773718259231492,8.110492362711225,0.0010168010003289002,0.0007108126425216338,0.001024747303658749,0.000698013495829614,0.03188731723317125,0.02666106979327037,0.0320116744900786,0.02641994503835339,0.9903048633687089,0.9826473707378152,0.9892785759635639,0.9837871592620162
Image_33,Corroded,86.69820772058824,166.56398308342943,114.89701286764708,158.29188773548634,0.42503102401082427,0.33555979675728753,0.4337420897944227,0.33697713832495635,4.561167279411764,6.734778931180315,5.118765318627452,6.459761630142252,8.161705963858719,8.517501053759899,8.173832277996386,8.501516051878127,0.0008006689650239692,0.0005908279147951403,0.0008887705496759062,0.0005757695595444981,0.028296094518925563,0.024306951984877503,0.0298122550250045,0.02399519867691239,0.9889571140001758,0.9787062620656266,0.985281062282494,0.9797635289062223
Image_34,Corroded,100.89800857843139,191.68386005382547,152.52277879901965,223.04010765090356,0.4533862391363993,0.3096650736862965,0.38148767579014686,0.313023212283263,4.199080882352941,7.051487889273357,5.697227328431373,6.766182237600923,8.057593477142756,8.628237043450037,8.376174137524005,8.57821850900817,0.000821659802382197,0.0004981739936477866,0.0006582975992556953,0.0004837513623024652,0.02866460888242149,0.02231981168486389,0.025657310834452142,0.021994348417319964,0.9896386284575686,0.9802033697548159,0.9842739036075873,0.9769651211832578
Image_35,Corroded,28.385324754901966,55.4246059207997,41.38495710784314,57.35343329488659,0.47051492509060927,0.37913530287351727,0.445899389973228,0.35716525025145796,2.8671568627450985,4.207781622452903,3.3525122549019604,4.238692810457517,7.365320621709295,7.7263693075985795,7.482391558203735,7.760058613537774,0.00160392658566567,0.0011048245277560857,0.0014169819563088716,0.0010095294433971735,0.0400490522442875,0.033238900820515796,0.037642820780447256,0.031773093072553917,0.9870862772105001,0.9748226982458624,0.9811883959794772,0.973946422130832
Image_36,Corroded,24.938005514705882,52.526397539407924,35.66816789215686,43.89946943483276,0.48697899778863524,0.411270740428203,0.45637946198731927,0.3530005074278748,2.654641544117647,3.7780392156862748,3.0528186274509803,3.9121414840445983,6.970320104386796,7.2727722310242475,7.0763277740934845,7.389232704786909,0.0020557262474919505,0.0014947368452171636,0.0018012429676987217,0.0011746145014760094,0.045340117418153546,0.03866182671857557,0.04244105285803736,0.03427264946682718,0.9772179418172299,0.952068668842078,0.9673836520115435,0.9599409121565539
Image_37,Corroded,24.938005514705882,52.526397539407924,35.66816789215686,43.89946943483276,0.48697899778863524,0.411270740428203,0.45637946198731927,0.3530005074278748,2.654641544117647,3.7780392156862748,3.0528186274509803,3.9121414840445983,6.970320104386796,7.2727722310242475,7.0763277740934845,7.389232704786909,0.0020557262474919505,0.0014947368452171636,0.0018012429676987217,0.0011746145014760094,0.045340117418153546,0.03866182671857557,0.04244105285803736,0.03427264946682718,0.9772179418172299,0.952068668842078,0.9673836520115435,0.9599409121565539
Image_38,Corroded,36.89592524509804,84.61047289504036,55.19946384803922,60.30618992695117,0.47054785719591524,0.3357682124106906,0.4424681207837604,0.40854526681874975,3.0918811274509803,4.994878892733563,3.6247089460784316,4.050626682045367,7.283638391020127,7.759170113533416,7.404778221998989,7.546545952229761,0.0015235888559238032,0.0008662490294079951,0.0013292960724616135,0.0011296939144897539,0.03903317634940568,0.029432108816868613,0.036459512784205075,0.033610919572212745,0.9798097772324522,0.953644921169371,0.9697092560786477,0.9669602052032708
Image_39,Corroded,39.434329044117646,87.1423913879277,54.26107536764705,61.488811995386385,0.46223668849920446,0.3117075245707304,0.41194066216170305,0.37211521688755544,3.2276807598039214,5.130426758938869,3.7845435049019605,4.395294117647058,7.648486657880001,8.141470822165765,7.810505649727429,7.9807675045243265,0.000952291814972006,0.0004965380925119592,0.0007746655479938605,0.0006512260611325515,0.03085922576754002,0.02228313471017844,0.027832814230577915,0.02551913127699592,0.9896349025535452,0.9770176487776843,0.9856730663142,0.9837830783240948
Image_40,Corroded,32.773345588235294,65.32768935024991,49.895281862745094,70.61973087274126,0.49494680716360123,0.38288961010182493,0.45091725507041575,0.38584246698815905,2.9005514705882356,4.30165321030373,3.503829656862745,4.471480199923107,7.348270026597121,7.750327400432155,7.511168049777517,7.764977234440272,0.001560880256954957,0.0009637898415730738,0.0012613052315365483,0.000979343555350388,0.039507977130637265,0.031044964834463475,0.03551485930616294,0.03129446525106937,0.9862060115892675,0.9725384445915026,0.9790049555283319,0.970314316617503
Image_41,Corroded,15.75514705882353,31.646120722798923,26.78319546568628,38.433402537485584,0.5575021642169492,0.4958362070557104,0.531553533973046,0.43401895090812587,1.9555453431372547,2.8002306805074975,2.385125612745098,3.124644367550942,6.675960302156267,6.955049616253382,6.795152583394198,7.1046153412372375,0.0028526982560793924,0.0022232743121749082,0.0025204236632995736,0.0017941787686722097,0.05341065676510066,0.04715160985772287,0.05020382120217119,0.04235774744568235,0.9868162880678492,0.9735236067417624,0.9775340315809737,0.9678450158714503
Image_42,Corroded,21.295327818627452,49.695009611687816,33.359849877450976,37.294502114571316,0.5492140128397273,0.4716653771707128,0.5275278248483585,0.4451785304180374,2.132919730392157,3.179054209919262,2.5127604166666666,3.0827374086889656,6.892930767615127,7.206301897869631,6.985009622371318,7.250195968532719,0.0022638232778558727,0.0017825674654751572,0.002220403721863286,0.001577009995711879,0.04757965193079782,0.04222046263928378,0.047121160022470646,0.03971158515738044,0.9894414610987545,0.9753202021012634,0.9833918131312351,0.981478478832166
Image_43,Corroded,34.62985600490196,79.38895809304115,48.302879901960786,51.97291810841984,0.5114065051585829,0.4078714213063311,0.4747356496954288,0.40483062616677346,2.855039828431372,4.406136101499424,3.3400428921568626,3.9509265667051134,7.270607799953922,7.680578877467193,7.421486125367899,7.654337866916714,0.0017576023616592774,0.0010752873713582199,0.0014225091461216842,0.0010965747802615176,0.04192376845727585,0.032791574700801115,0.03771616558084456,0.03311457051301613,0.9826223543388246,0.9601253647206984,0.9757261340490908,0.973895718462095
Image_44,Corroded,42.560003063725496,77.91401768550558,54.79399509803921,75.68058439061899,0.4769282715506292,0.3496913274948179,0.43178379726412264,0.36552264725907874,3.358655024509804,4.860515186466744,3.7763174019607844,4.765767012687428,7.520380734629908,7.935916730792748,7.653992113564776,7.907125587223278,0.0011828979351391296,0.00069423048923454,0.0009977989094113442,0.0007376316535162813,0.03439328328524524,0.02634825400732542,0.03158795513184328,0.027159375057542862,0.9858730959349418,0.974055797990072,0.981715736872661,0.9747993261921937
Image_45,Corroded,27.983563112745102,59.468219915417144,39.48625919117648,49.649919261822376,0.4609692690139969,0.3626876342447995,0.4266051828153626,0.34839807489324665,2.9251991421568633,4.447812379853903,3.45733762254902,4.194017685505575,7.345428890117393,7.750308781293342,7.4989202530312555,7.727986766749851,0.0014774563916597587,0.0009346148917083174,0.0012029166920099845,0.0008893284323703021,0.03843769493166518,0.03057147186035238,0.034683089424242246,0.02982161015723836,0.987852537356308,0.9741579028396026,0.9828059512837418,0.9784241426286178
Image_46,Corroded,33.98933823529413,61.20096885813149,43.97378982843138,63.81119569396387,0.44396251267199294,0.3274639977877485,0.4084147090684973,0.3394629249420006,3.220098039215687,4.7128181468665895,3.7267310049019606,4.7119569396386005,7.4452027616227925,7.848617625077152,7.5914205921123035,7.841464041548597,0.001271757707372165,0.0007495368134664439,0.001042057962795259,0.0007796361408921922,0.03566171206451206,0.027377669978769996,0.03228092258277726,0.027921965204694893,0.9840065657238165,0.9711840965783743,0.9793047432573104,0.96995502278256
Image_47,Corroded,49.8748161764706,134.041384083045,109.82057291666669,135.49170319108035,0.45422733040241736,0.2987067369055183,0.3833257022238417,0.32237221187863246,3.654564950980393,6.489396386005382,5.4129442401960794,6.360384467512495,7.733665724751827,8.29690619277842,8.03320460228218,8.237289675461046,0.001104117059469315,0.00060650390136228,0.0009102811597026989,0.0006804951397600752,0.033228256942989275,0.02462729992025679,0.03017086607478643,0.026086301764720793,0.991639101443733,0.9773552310939696,0.9814352249377641,0.9771098437719751
Image_48,Corroded,27.976302083333337,48.70886582083815,33.67757352941177,49.895947712418305,0.5264975206545421,0.40793532762449647,0.4928033421655809,0.4533480253698243,2.6395680147058833,3.9494040753556328,2.95266544117647,3.579392541330258,7.080614775085201,7.5028812948587635,7.202867583516975,7.374751194079329,0.002853781917561756,0.0018848182633450213,0.0024422736719726186,0.002063800203423372,0.05342080042045192,0.043414493701355326,0.049419365353802536,0.04542906782472399,0.9853629777070745,0.9745385994386959,0.9823941775879292,0.9739183998863332
Image_49,Corroded,26.34670649509804,50.40936562860439,41.69806985294118,58.59017301038063,0.552313923306077,0.4323868246723136,0.5029502902885922,0.44841548345481835,2.4347886029411763,3.703052672049212,3.068688725490197,3.773348712033833,7.08863970380489,7.516734701357186,7.279896090943233,7.484852477756995,0.0020347667372900445,0.0012854930991702982,0.0017107349411884859,0.0013919814651478944,0.04510838876849897,0.035853773848373315,0.041361031674614766,0.03730926781843748,0.9888170554205911,0.9785848767122124,0.9822397427413468,0.9751096046210033
Image_50,Corroded,32.65983455882353,57.00292195309496,46.20661764705883,68.47543252595156,0.5134490236747326,0.38373198186328644,0.4763595968971825,0.42234670564890225,2.830085784313726,4.1219069588619766,3.35186887254902,4.235001922337563,7.1992730340244195,7.629317070310107,7.3465295712440275,7.5741561833490305,0.0018581788423472946,0.0010653006170844,0.0015614548228145432,0.0012709302206985425,0.0431065985940354,0.03263894325930912,0.03951524797865431,0.03565010828452759,0.9832849176608047,0.9708013574470129,0.976286459854323,0.9649250708926155
Image_51,Corroded,31.37271752450981,56.6954863514033,42.75870098039216,59.97102652825837,0.4821688471581372,0.37266756497825515,0.44018725253228336,0.3652576037132978,2.9458792892156866,4.282137639369473,3.4476715686274515,4.323106497500961,7.402603176867603,7.804921643778345,7.562837460469279,7.81601893255902,0.0013306546385404656,0.0007736275093674227,0.001056124442634744,0.0007833584841012114,0.03647813918692215,0.02781416023120998,0.03249806829081913,0.027988542014567522,0.9872684835677693,0.9769477865695727,0.9825960841174607,0.97561635991771
Image_52,Corroded,34.87532169117647,65.94828143021915,45.08760723039216,63.08558246828145,0.483712833431646,0.3674946234546145,0.44614804661146196,0.3798060103997881,3.1450827205882352,4.667973856209151,3.6256280637254896,4.548527489427144,7.257476216797291,7.68960262909568,7.408017982647061,7.659610745884334,0.001892400768709751,0.0010913574925563926,0.0015282894546643719,0.0011618281260231593,0.04350173293915716,0.03303570027343741,0.03909334284330737,0.03408559998038995,0.9768256379247862,0.956138367684095,0.9699453055967605,0.958042653137515
Image_53,Corroded,29.188556985294117,61.687735486351414,41.72308517156863,52.02511341791618,0.5468468347939465,0.42359912592580384,0.4812944876788476,0.41612522464388757,2.5433670343137256,3.9428988850442144,3.107674632352941,3.7404229142637444,7.124100130801447,7.570676131764375,7.3368607012404965,7.557562740072417,0.0017567233239994832,0.0010572346335312136,0.0013487311117193507,0.001033218909534247,0.04191328338366589,0.03251514467953685,0.03672507469998326,0.032143722708084806,0.9865478327770502,0.9714767130469696,0.9806756378024312,0.9759449655945449
